type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2057210,David  Rothlisberger and Oscar  Nierstrasz and Stephane  Ducasse,,,,SmartGroups: Focusing on Task-Relevant Source Artifacts in IDEs,61--70,,10,"development environments, development activity analysis, task representation, software navigation, software maintenance, dynamic analysis",10.1109/ICPC.2011.20,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,2863019,Raquel F. Q. Lafet��� and Marcelo A. Maia and David  R���thlisberger,,,,Framework Instantiation Using Cookbooks Constructed with Static and Dynamic Analysis,125--128,,4,"framework instantiation, cookbook, code examples, reverse engineering",10.1109/ICPC.2015.21,,,,,,,2015,,Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension,ICPC '15,,978-1-4673-8159-8,,IEEE Computer Society,"Washington, DC, USA"
article,1006836,,,,,An Empirical Study on Keyword-based Web Site Clustering,204--,,,,,,,,,,,2004,,Proceedings of the 12th IEEE International Workshop on Program Comprehension,IWPC '04,,0-7695-2149-5,,IEEE Computer Society,"Washington, DC, USA"
article,242060,Vairam  Arunachalam and William  Sasso,,,,Cognitive Processes in Program Comprehension: An Empirical Analysis in the Context of Software Reengineering,177--189,,13,,10.1016/0164-1212(95)00074-7,J. Syst. Softw.,Sept. 1996,34,3,,September,1996,0164-1212,,,,,,Elsevier Science Inc.,"New York, NY, USA"
article,881290,,,,,Understanding and Improving the Maintenance Process: A Method and Two Case Studies,199--,,,,,,,,,,,2001,,Proceedings of the 9th International Workshop on Program Comprehension,IWPC '01,,,,IEEE Computer Society,"Washington, DC, USA"
article,837839,Tim  Bull,,,,Comprehension of Safety-Critical Systems Using Domain-Specific Languages,108--,,,"Safety-Critical Systems, Domain-Specific Languages, Program Transformations",,,,,,,,1996,,Proceedings of the 4th International Workshop on Program Comprehension (WPC '96),WPC '96,,0-8186-7283-8,,IEEE Computer Society,"Washington, DC, USA"
article,837856,Paul A. Bailes and Paul  Burnim and Murray  Chapman and Dan  Johnston,,,,Derivation and Presentation of an Abstract Program Space for Ada,230--,,,"Ada, Design Recovery, Visualization",,,,,,,,1996,,Proceedings of the 4th International Workshop on Program Comprehension (WPC '96),WPC '96,,0-8186-7283-8,,IEEE Computer Society,"Washington, DC, USA"
article,1106210,Shaochun  Xu,,,,A Cognitive Model for Program Comprehension,392--398,,7,,,,,,,,,2005,,"Proceedings of the Third ACIS Int'L Conference on Software Engineering Research, Management and Applications",SERA '05,,0-7695-2297-1,,IEEE Computer Society,"Washington, DC, USA"
article,2597806,Shrinath  Gupta and Himanshu Kumar  Singh and Radhika D.  Venkatasubramanyam and Umesh  Uppili,,,,SCQAM: A Scalable Structured Code Quality Assessment Method for Industrial Software,244--252,,9,"Code Analysis Tools, Software Code Assessment Method, Software Code Quality, Software Product Quality",10.1145/2597008.2597806,,,,,,,2014,,Proceedings of the 22Nd International Conference on Program Comprehension,ICPC 2014,,978-1-4503-2879-1,"Hyderabad, India",ACM,"New York, NY, USA"
article,1271349,Michael W. Godfrey,,,,A Hybrid Program Model for Object-Oriented Reverse Engineering,81--90,,10,,10.1109/ICPC.2007.7,,,,,,,2007,,Proceedings of the 15th IEEE International Conference on Program Comprehension,ICPC '07,,0-7695-2860-0,,IEEE Computer Society,"Washington, DC, USA"
article,745669,Judith  Good and Paul  Brna,,,,Information Types and Cognitive Principles in Program Comprehension: Towards Adaptable Support for Novice Visual Programmers,314--323,,10,,,,,,,,,1998,,Proceedings of the 4th International Conference on Intelligent Tutoring Systems,ITS '98,,3-540-64770-8,,Springer-Verlag,"Berlin, Heidelberg"
article,2863040,Yusuke  Sabi and Hiroaki  Murakami and Yoshiki  Higo and Shinji  Kusumoto,,,,Reordering Results of Keyword-Based Code Search for Supporting Simultaneous Code Changes,289--290,,2,,10.1109/ICPC.2015.42,,,,,,,2015,,Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension,ICPC '15,,978-1-4673-8159-8,,IEEE Computer Society,"Washington, DC, USA"
article,3284049,Ameer  Armaly and Paige  Rodeghero and Collin  McMillan,,,,A Comparison of Program Comprehension Strategies by Blind and Sighted Programmers,712--724,,13,,10.1109/TSE.2017.2729548,IEEE Trans. Softw. Eng.,August 2018,44,8,,August,2018,0098-5589,,,,,,IEEE Press,"Piscataway, NJ, USA"
article,2057196,Chandan Raj Rupakheti and Daqing  Hou,,,,Satisfying Programmers' Information Needs in API-Based Programming,250--253,,4,"API-based programming, inter-procedural analysis, abstract interpretation, rule-based inferences",10.1109/ICPC.2011.16,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,858213,G.  Canfora and A.  Cimitile and A.  de Lucia and G. A.  Di Lucca,,,,Decomposing Legacy Programs: A First Step Towards Migrating to Client-Server Platforms,136--,,,,,,,,,,,1998,,Proceedings of the 6th International Workshop on Program Comprehension,IWPC '98,,0-8186-8560-3,,IEEE Computer Society,"Washington, DC, USA"
article,2863010,Omar  Benomar and Hani  Abdeen and Houari  Sahraoui and Pierre  Poulin and Mohamed Aymen Saied,,,,Detection of Software Evolution Phases Based on Development Activities,15--24,,10,,10.1109/ICPC.2015.11,,,,,,,2015,,Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension,ICPC '15,,978-1-4673-8159-8,,IEEE Computer Society,"Washington, DC, USA"
article,2863053,Mohamed Aymen Saied and Hani  Abdeen and Omar  Benomar and Houari  Sahraoui,,,,Could We Infer Unordered API Usage Patterns Only Using the Library Source Code?,71--81,,11,"API Documentation, API Usage, Usage Pattern, Software Clustering",10.1109/ICPC.2015.16,,,,,,,2015,,Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension,ICPC '15,,978-1-4673-8159-8,,IEEE Computer Society,"Washington, DC, USA"
article,1034919,Lei  Wu and Houari  Sahraoui and Petko  Valtchev,,,,Program Comprehension with Dynamic Recovery of Code Collaboration Patterns and Roles,56--67,,12,"collaboration, design recovery, dynamic program analysis, reverse engineering, role, software visualization",,,,,,,,2004,,Proceedings of the 2004 Conference of the Centre for Advanced Studies on Collaborative Research,CASCON '04,,,"Markham, Ontario, Canada",IBM Press,
article,1136179,Mazeiar  Salehie and Shimin  Li and Ladan  Tahvildari,,,,A Metric-Based Heuristic Framework to Detect Object-Oriented Design Flaws,159--168,,10,,10.1109/ICPC.2006.6,,,,,,,2006,,Proceedings of the 14th IEEE International Conference on Program Comprehension,ICPC '06,,0-7695-2601-2,,IEEE Computer Society,"Washington, DC, USA"
article,3196353,"Norihiro  Yoshida and Takuya  Ishizu and Bufurod  Edwards,III and Katsuro  Inoue",,,,How Slim Will My System Be?: Estimating Refactored Code Size by Merging Clones,352--360,,9,"code clone, refactoring, size estimation",10.1145/3196321.3196353,,,,,,,2018,,Proceedings of the 26th Conference on Program Comprehension,ICPC '18,,978-1-4503-5714-2,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,2820319,Ahmad  Jbara and Dror G. Feitelson,,,,How Programmers Read Regular Code: A Controlled Experiment Using Eye Tracking,244--254,,11,,,,,,,,,2015,,Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension,ICPC '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,380560,Arie  van Deursen and Leon  Moonen,,,,An Empiracal Study in COBOL Type Inferencing,189--211,,23,"case study, software maintenance, static program analysis, variable usage",10.1016/S0167-6423(01)00015-6,Sci. Comput. Program.,July 2001,40,2-3,,July,2001,0167-6423,,,,,,"Elsevier North-Holland, Inc.","Amsterdam, The Netherlands, The Netherlands"
article,2057219,James R. Cordy,,,,Exploring Large-Scale System Similarity Using Incremental Clone Detection and Live Scatterplots,151--160,,10,"clone detection and analysis, scatterplots",10.1109/ICPC.2011.25,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,1136170,Hossein  Safyallah and Kamran  Sartipi,,,,Dynamic Analysis of Software Systems Using Execution Pattern Mining,84--88,,5,"Dynamic Analysis, Execution Trace, Feature Extraction., Scenario, Sequential Pattern Mining",10.1109/ICPC.2006.19,,,,,,,2006,,Proceedings of the 14th IEEE International Conference on Program Comprehension,ICPC '06,,0-7695-2601-2,,IEEE Computer Society,"Washington, DC, USA"
article,2597149,Paul W.  McBurney and Collin  McMillan,,,,Automatic Documentation Generation via Source Code Summarization of Method Context,279--290,,12,Source code summarization,10.1145/2597008.2597149,,,,,,,2014,,Proceedings of the 22Nd International Conference on Program Comprehension,ICPC 2014,,978-1-4503-2879-1,"Hyderabad, India",ACM,"New York, NY, USA"
article,2597796,Renan  Vasconcelos and Marcelo  Schots and Cl&#225;udia  Werner,,,,An Information Visualization Feature Model for Supporting the Selection of Software Visualizations,122--125,,4,"Awareness, Feature model, Software visualization",10.1145/2597008.2597796,,,,,,,2014,,Proceedings of the 22Nd International Conference on Program Comprehension,ICPC 2014,,978-1-4503-2879-1,"Hyderabad, India",ACM,"New York, NY, USA"
article,1938266,Rainer  Koschke and Andrian  Marcus and Gerald C. Gannod,,,,Guest Editor's Introduction to the Special Section on the 2009 International Conference on Program Comprehension (ICPC 2009),3--4,,2,,10.1007/s11219-010-9119-2,Software Quality Journal,March     2011,19,1,,March,2011,0963-9314,,,,,,Kluwer Academic Publishers,"Hingham, MA, USA"
article,2057223,Nicolas  Bettenburg and Bram  Adams and Ahmed E. Hassan and Michel  Smidt,,,,A Lightweight Approach to Uncover Technical Artifacts in Unstructured Data,185--188,,4,"text mining, language analysis, unstructured data, technical artifacts",10.1109/ICPC.2011.36,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,1438596,Sonia  Haiduc and Andrian  Marcus,,,,On the Use of Domain Terms in Source Code,113--122,,10,"domain terms, source code, identifiers, comments",10.1109/ICPC.2008.29,,,,,,,2008,,Proceedings of the 2008 The 16th IEEE International Conference on Program Comprehension,ICPC '08,,978-0-7695-3176-2,,IEEE Computer Society,"Washington, DC, USA"
article,1847953,Daniel M. German and Massimiliano  Di Penta and Julius  Davies,,,,Understanding and Auditing the Licensing of Open Source Software Distributions,84--93,,10,"Software licensing, evolution, mining software repositories, open source system, empirical study",10.1109/ICPC.2010.48,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
article,2057206,Andrea De Lucia and Massimiliano Di Penta and Rocco  Oliveto and Annibale  Panichella and Sebastiano  Panichella,,,,Improving IR-based Traceability Recovery Using Smoothing Filters,21--30,,10,"Software Traceability, Information Retrieval, Smoothing Filters, Empirical Software Engineering",10.1109/ICPC.2011.34,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
article,1136183,Coen  De Roover and Isabel  Michiels and Kim  Gybels and Kris  Gybels and Theo  D'Hondt,,,,An Approach to High-Level Behavioral Program Documentation Allowing Lightweight Verification,202--211,,10,,10.1109/ICPC.2006.10,,,,,,,2006,,Proceedings of the 14th IEEE International Conference on Program Comprehension,ICPC '06,,0-7695-2601-2,,IEEE Computer Society,"Washington, DC, USA"
article,1847949,Rocco  Oliveto and Malcom  Gethers and Denys  Poshyvanyk and Andrea  De Lucia,,,,On the Equivalence of Information Retrieval Methods for Automated Traceability Link Recovery,68--71,,4,"Traceability Recovery, Information Retrieval, Empirical Studies",10.1109/ICPC.2010.20,,,,,,,2010,,Proceedings of the 2010 IEEE 18th International Conference on Program Comprehension,ICPC '10,,978-0-7695-4113-6,,IEEE Computer Society,"Washington, DC, USA"
article,3101436,Fabio  Palomba and Andy  Zaidman and Rocco  Oliveto and Andrea  De Lucia,,,,An Exploratory Study on the Relationship Between Changes and Refactoring,176--185,,10,"code changes, empirical studies, refactoring",10.1109/ICPC.2017.38,,,,,,,2017,,Proceedings of the 25th International Conference on Program Comprehension,ICPC '17,,978-1-5386-0535-6,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,3101449,Romero  Malaquias and M&#225;rcio  Ribeiro and Rodrigo  Bonif&#225;cio and Eduardo  Monteiro and Fl&#225;vio  Medeiros and Alessandro  Garcia and Rohit  Gheyi,,,,The Discipline of Preprocessor-based Annotations Does #Ifdef TAG N'T #Endif Matter,297--307,,11,,10.1109/ICPC.2017.41,,,,,,,2017,,Proceedings of the 25th International Conference on Program Comprehension,ICPC '17,,978-1-5386-0535-6,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA"
article,2597153,Laleh  Eshkevari and Giuliano  Antoniol and James R.  Cordy and Massimiliano  Di Penta,,,,Identifying and Locating Interference Issues in PHP Applications: The Case of WordPress,157--167,,11,"Content Management Systems, PHP, dynamic typing, variable interferences",10.1145/2597008.2597153,,,,,,,2014,,Proceedings of the 22Nd International Conference on Program Comprehension,ICPC 2014,,978-1-4503-2879-1,"Hyderabad, India",ACM,"New York, NY, USA"
article,3196340,Salma  Messaoudi and Annibale  Panichella and Domenico  Bianculli and Lionel  Briand and Raimondas  Sasnauskas,,,,A Search-based Approach for Accurate Identification of Log Message Formats,167--177,,11,"NSGA-II, log analysis, log message format, log parsing",10.1145/3196321.3196340,,,,,,,2018,,Proceedings of the 26th Conference on Program Comprehension,ICPC '18,,978-1-4503-5714-2,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,3339110,Di  Chen and Kathryn T. Stolee and Tim  Menzies,,,,Replication Can Improve Prior Results: A GitHub Study of Pull Request Acceptance,179--190,,12,,10.1109/ICPC.2019.00037,,,,,,,2019,,Proceedings of the 27th International Conference on Program Comprehension,ICPC '19,,,"Montreal, Quebec, Canada",IEEE Press,"Piscataway, NJ, USA"
article,3196336,Jun  Ma and Shaocong  Liu and Yanyan  Jiang and Xianping  Tao and Chang  Xu and Jian  Lu,,,,LESdroid: A Tool for Detecting Exported Service Leaks of Android Applications,244--254,,11,"Android, memory leak, service, testing, vulnerability",10.1145/3196321.3196336,,,,,,,2018,,Proceedings of the 26th Conference on Program Comprehension,ICPC '18,,978-1-4503-5714-2,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,880068,Abdul  Mirza,,,,A Role for Chunking and Fuzzy Reasoning in a Program Comprehension and Debugging Tool,102--,,,"AI in Software Engineering, Knowledge Based Systems, and Cognitive Modeling.",,,,,,,,1997,,Proceedings of the 9th International Conference on Tools with Artificial Intelligence,ICTAI '97,,,,IEEE Computer Society,"Washington, DC, USA"
article,1154007,M.  Ohki and Y.  Hosaka,,,,A Program Visualization Tool for Program Comprehension,263--265,,3,,,,,,,,,2003,,Proceedings of the 2003 IEEE Symposium on Human Centric Computing Languages and Environments,HCC '03,,0-7803-8225-0,,IEEE Computer Society,"Washington, DC, USA"
article,1173011,Maryanne  Fisher and Anthony  Cox and Lin  Zhao,,,,Using Sex Differences to Link Spatial Cognition and Program Comprehension,289--298,,10,,10.1109/ICSM.2006.72,,,,,,,2006,,Proceedings of the 22Nd IEEE International Conference on Software Maintenance,ICSM '06,,0-7695-2354-4,,IEEE Computer Society,"Washington, DC, USA"
article,2057222,Luay  Alawneh and Abdelwahab  Hamou-Lhadj,,,,MTF: A Scalable Exchange Format for Traces of High Performance Computing Systems,181--184,,4,"HPC-High Performance Computing systems, Inter-process communication traces, MPI-Message Passing Interface, Standard exchange format, Trace Metamodel",10.1109/ICPC.2011.15,,,,,,,2011,,Proceedings of the 2011 IEEE 19th International Conference on Program Comprehension,ICPC '11,,978-0-7695-4398-7,,IEEE Computer Society,"Washington, DC, USA"
